Seed,ModelName,Dataset,Strategy,BestCopulaName,BestCopulaTheta,IBSTrue,IBSUncensored,IBSIPCW,IBSIPCW_CoxPH,IBSIndepBG,IBSIndepBGUW,IBSDepBG,IBSDepBGUW
5,deepsurv,nacd,top_5,frank,0.4004387198085943,0.0584610909828332,0.0935514527230415,0.1478021868113085,0.145892220097109,0.15216312195069,0.1426234337862817,0.1520889394592737,0.1427194236569707
5,mtlr,nacd,top_5,frank,0.4004387198085943,0.0617902755675861,0.089998649654492,0.1446038896674772,0.1419182334857331,0.1483607611037369,0.1397441565964473,0.1480677355489235,0.1397396655508396
5,coxph,nacd,top_10,frank,0.3693154411592896,0.0524560170185925,0.0844615291033665,0.133090985778913,0.1253860062249547,0.1419573465538861,0.1317625327206388,0.1415847892101629,0.1316530146287728
5,gbsa,nacd,top_10,frank,0.3693154411592896,0.055409556519409,0.0851636330582926,0.1354525833993742,0.1280313323431832,0.1447780718176444,0.1338828818801917,0.1443107151799552,0.1337780980820419
5,rsf,nacd,top_10,frank,0.3693154411592896,0.0612885020649247,0.0940788017602152,0.147809615702569,0.1413831104827753,0.1534072449103453,0.1442640414670911,0.1527375713031415,0.1440973332792806
5,deepsurv,nacd,top_10,frank,0.3693154411592896,0.0523788711753976,0.0849861029797092,0.1330360881372178,0.1251486700018151,0.1432664400469418,0.1327571076945218,0.1429111599825824,0.1326492592145612
5,mtlr,nacd,top_10,frank,0.3693154411592896,0.0586395133364568,0.0829751637530915,0.1342465565599346,0.1268954030876417,0.1402532249216496,0.1311532438434078,0.1397461551934959,0.1309912600005491
5,coxph,nacd,random_25,frank,0.366783868437241,0.0587314520914349,0.1016614934465638,0.1780797355857014,0.1894519517266357,0.1582225649650196,0.1502335045924141,0.1577351132376057,0.1501292975692602
5,gbsa,nacd,random_25,frank,0.366783868437241,0.0596602754021693,0.1014061909203893,0.1790707472876535,0.1905590213898984,0.1584032162194128,0.1503799366045374,0.1578560891014079,0.1502178420733825
5,rsf,nacd,random_25,frank,0.366783868437241,0.06353591425609,0.1073162924753223,0.1884644423737603,0.1984137971039221,0.1651904215546755,0.1577817958714424,0.1645836262425564,0.1576116944310873
5,deepsurv,nacd,random_25,frank,0.366783868437241,0.0594062252658278,0.1026644711723981,0.1805726095704478,0.1923104325911885,0.1600498940164724,0.1518016069478097,0.159503772977815,0.1516555767893734
5,mtlr,nacd,random_25,frank,0.366783868437241,0.0614394882236257,0.0986481543611986,0.1829488698644707,0.1964978121367478,0.1555026797632786,0.1483206305522951,0.1547982061346368,0.1480726195201102
5,coxph,support,original,clayton,0.2861981713506332,0.0008126611572308,0.1357043044835484,0.1897184749354336,0.1911303919010763,0.1895582109409365,0.1741615988194495,0.1876952282246083,0.1735319404801253
5,gbsa,support,original,clayton,0.2861981713506332,0.0008137715179968,0.1347759297122622,0.190951611311739,0.1918588983288933,0.190618686589227,0.173743890927786,0.1884883471180204,0.1729866226765365
5,rsf,support,original,clayton,0.2861981713506332,0.0008137715179968,0.1362463078042066,0.1940577328167787,0.1941484180845086,0.1928564169030655,0.1752466893408838,0.1905398021687409,0.1744058779379653
5,deepsurv,support,original,clayton,0.2861981713506332,0.0008137715179968,0.1351657815242055,0.189680502855492,0.1907428812356209,0.1893708934278782,0.1736203594615705,0.1874162945350313,0.172940898321126
5,mtlr,support,original,clayton,0.2861981713506332,0.0008137715179968,0.1320744649463421,0.1907875468792259,0.1917931523538448,0.189402279748774,0.1717607553340853,0.1869711400961795,0.170844755137514
5,coxph,support,top_5,clayton,0.2958275545291975,0.0008137715179968,0.1366728351951603,0.1923184097123476,0.1931039608143377,0.1911792568635694,0.1751950257000474,0.1892053471480095,0.1745478275876011
5,gbsa,support,top_5,clayton,0.2958275545291975,0.0008137715179968,0.1369582890715391,0.1935701379029882,0.1941995736068232,0.1926197469791461,0.1759698461192659,0.19054729889327,0.1752744000113605
5,rsf,support,top_5,clayton,0.2958275545291975,0.0008137715179968,0.1360563296904761,0.1930383034103661,0.193235118077597,0.1917663733316194,0.1748282453909333,0.1895888303147517,0.1740815623107249
5,deepsurv,support,top_5,clayton,0.2958275545291975,0.0008137715179968,0.1364437373310095,0.1924089103062637,0.1930242612997996,0.1909935471044593,0.1748905618950371,0.1889744337227561,0.1742183560291047
5,mtlr,support,top_5,clayton,0.2958275545291975,0.0008137715179968,0.1343250158437287,0.1917746519190644,0.192442213574216,0.1896318510577866,0.1732556918407878,0.1872495732516719,0.1723509289132957
5,coxph,support,top_10,clayton,0.283623128346508,0.0008137715179968,0.1362347936508695,0.1910605447159606,0.191936118050474,0.190183543651143,0.1746243033112003,0.1882494874345228,0.1739561354458864
5,gbsa,support,top_10,clayton,0.283623128346508,0.0008137715179968,0.1358882259706303,0.1923924303838393,0.1930393157066122,0.1915079647955136,0.1748128573849267,0.1894233221190682,0.1740853867828194
5,rsf,support,top_10,clayton,0.283623128346508,0.0008137715179968,0.1359805914656863,0.1933353589426915,0.1933133905965969,0.1920510944228241,0.1748020678042313,0.1898259647612645,0.1740034268587391
5,deepsurv,support,top_10,clayton,0.283623128346508,0.0008137715179968,0.1366442563478214,0.1918944137616642,0.1924623693637167,0.190512792638928,0.1749475776035439,0.1885662710657355,0.1742752437512753
5,mtlr,support,top_10,clayton,0.283623128346508,0.0008137715179968,0.1312231604964342,0.1907587037205206,0.1914652694074727,0.1890518326416692,0.1705234947575467,0.1864874566013117,0.1695488189615131
5,coxph,support,random_25,clayton,0.3989498679953201,0.0007511737089201,0.1387311728117596,0.189961577975623,0.1902701018739857,0.2000207281146203,0.1816578445564996,0.1970354422378349,0.1805373296451214
5,gbsa,support,random_25,clayton,0.3989498679953201,0.0007511737089201,0.1389246950614745,0.190685664180519,0.1911341637551733,0.2007774018683991,0.1820968274929454,0.1977341282747547,0.1809535842675258
5,rsf,support,random_25,clayton,0.3989498679953201,0.0007511737089201,0.1390134605979253,0.1906141478539201,0.1909195481234768,0.20057600125483,0.1820071660983,0.1975813163159139,0.1808942067989845
5,deepsurv,support,random_25,clayton,0.3989498679953201,0.0007511737089201,0.1397194559048241,0.1915402645025525,0.1917377888885061,0.2014741753920248,0.1828545368262918,0.1984816099341174,0.1817472057199792
5,mtlr,support,random_25,clayton,0.3989498679953201,0.0007511737089201,0.1380125611299079,0.1899232678625935,0.1901990829997692,0.1989958310501087,0.1814990827805679,0.1957159013641674,0.1801536073511886
5,coxph,flchain,original,clayton,0.0696235061806348,0.1675593794492491,0.0346180046062251,0.0427510277925919,0.0381365666521214,0.0712960012410323,0.1121694188099391,0.0712960012410323,0.1118375949009423
5,gbsa,flchain,original,clayton,0.0696235061806348,0.2434193886555098,0.036559335184771,0.0457529117976742,0.0395670101037566,0.0680627202253746,0.1134822318045669,0.0680627202253746,0.1131098976402813
5,rsf,flchain,original,clayton,0.0696235061806348,0.2577297755188479,0.0464784091012203,0.0575162255771938,0.0501354720163407,0.0646172254288852,0.131061001738545,0.0646172254288852,0.1305250315149691
5,deepsurv,flchain,original,clayton,0.0696235061806348,0.1480794251184712,0.0350640575800741,0.0435926890394727,0.0388064880365938,0.072779712700451,0.1135751660402687,0.072779712700451,0.1132408966758937
5,mtlr,flchain,original,clayton,0.0696235061806348,0.256597484147043,0.0350696944611058,0.0443220999338811,0.0388166972658632,0.0634550514195844,0.1072998616448949,0.0634550514195844,0.1069342644763919
5,coxph,flchain,top_5,frank,0.001,0.1430015429205808,0.0399162671299594,0.0499058905837901,0.0451024557355483,0.0792928802735548,0.1269310719280305,0.0792928802735548,0.1269295846350939
5,gbsa,flchain,top_5,frank,0.001,0.2053733295921555,0.03992909155082,0.050014681793614,0.0452488778813411,0.0764011495270748,0.1251578074554742,0.0764011495270748,0.1251562912178818
5,rsf,flchain,top_5,frank,0.001,0.2392426270316552,0.0412443620396256,0.0517703299530826,0.0466830178486983,0.0727360010704089,0.1254693947268301,0.0727360010704089,0.1254677547900956
5,deepsurv,flchain,top_5,frank,0.001,0.1275687180883203,0.0397780430259075,0.0497519211975375,0.0450038142549415,0.0797852037595414,0.1268629848374743,0.0797852037595414,0.1268615144803188
5,mtlr,flchain,top_5,frank,0.001,0.2576267388579736,0.0389200675456124,0.0496224509673454,0.0443701207596509,0.0658129537337416,0.1166724684995143,0.0658129537337416,0.1166708938152574
5,coxph,flchain,top_10,clayton,0.001,0.2577297755188479,0.0802857456447946,0.0990241531426342,0.0865382885748313,0.0977717799784728,0.2134908179528538,0.0977717799784728,0.213478006881451
5,gbsa,flchain,top_10,clayton,0.001,0.2160662935687937,0.0384000156780226,0.048646758164219,0.0424635412210752,0.0732815961548741,0.119805910925939,0.0732815961548741,0.1198007122593973
5,rsf,flchain,top_10,clayton,0.001,0.2577297755188479,0.0429998057845615,0.0533915422859428,0.0472702516803851,0.0652872042029185,0.1246190837181881,0.0652872042029185,0.1246125004514984
5,deepsurv,flchain,top_10,clayton,0.001,0.1325945132516092,0.0369341923721667,0.0468784085459473,0.0414644312110573,0.0757187326403002,0.1181791957378381,0.0757187326403002,0.1181744888472386
5,mtlr,flchain,top_10,clayton,0.001,0.2577297755188479,0.0366134369161682,0.0471293845605565,0.0412860658889744,0.0626882837455993,0.1096271226275329,0.0626882837455993,0.1096218763089193
5,coxph,flchain,random_25,clayton,0.001,0.2285008818342151,0.0834245724901832,0.1314501442051998,0.1000751475887884,0.0991387338113393,0.2233668563398124,0.0991387338113393,0.2233539440307465
5,gbsa,flchain,random_25,clayton,0.001,0.2285008818342151,0.0752709790416115,0.0962663485661874,0.0854536149619483,0.0923943832508993,0.2023443616076542,0.0923943832508993,0.2023329265968057
5,rsf,flchain,random_25,clayton,0.001,0.2285008818342151,0.0796479122710446,0.1269334171432772,0.0960640710117017,0.0961550711781627,0.214518188320414,0.0961550711781627,0.2145058789881411
5,deepsurv,flchain,random_25,clayton,0.001,0.2285008818342151,0.0746889509577977,0.1041251707125528,0.0868643908906054,0.092375412696749,0.2018797163650499,0.092375412696749,0.201868336129819
