BestCopulaTheta,Strategy,BestCopulaName,Seed,Dataset
0.4779604355931931,top_10,clayton,9,churn
0.5687671923329686,random_25,clayton,9,churn
0.5382590419448291,original,clayton,9,mimic_all
0.5981494891772128,top_5,clayton,9,mimic_all
0.5516946275708836,top_10,clayton,9,mimic_all
0.5984890760364496,random_25,clayton,9,mimic_all
0.6757298881575992,original,clayton,9,seer_brain
0.6194403238057928,top_5,clayton,9,seer_brain
0.6793677950251638,top_10,clayton,9,seer_brain
1.0098338843497356,random_25,clayton,9,seer_brain
0.5017067040022309,original,clayton,9,seer_liver
0.3988949063198757,top_5,clayton,9,seer_liver
0.4895816379450606,top_10,clayton,9,seer_liver
0.5711705481524075,random_25,clayton,9,seer_liver
0.7982750530079913,original,clayton,9,seer_stomach
0.6897425353389194,top_5,clayton,9,seer_stomach
0.8136891752636357,top_10,clayton,9,seer_stomach
0.9398382315774092,random_25,clayton,9,seer_stomach
